id	proactive	emot_intel	sjt	work_samp	str_int	consc	cog_flex	work_exp	degree	job_perf	citizenship	promotion	high_potential
1771	49	41	46	41	47	51	42	6-10	bachelor	43	40	No	No
1772	56	44	44	44	49	57	46	6-10	masters	51	38	No	No
1773	44	42	38	42	39	56	43	0-1	none	31	45	No	No
1774	53	42	43	42	47	49	44	2-5	bachelor	39	34	No	No
1775	57	48	52	46	54	58	43	6-10	bachelor	47	56	No	No
1776	53	46	51	47	47	51	44	2-5	bachelor	50	33	No	No
1777	52	48	45	48	53	59	47	2-5	bachelor	47	47	No	Yes
1778	46	44	44	40	43	49	38	0-1	none	30	35	No	No
1779	57	51	54	48	50	57	46	0-1	bachelor	49	56	No	No
1780	50	43	45	44	43	52	42	0-1	none	47	38	No	No
1781	46	35	43	43	44	50	49	2-5	bachelor	36	36	No	No
1782	52	47	50	49	50	53	46	6-10	bachelor	59	46	No	Yes
1783	53	43	48	47	52	57	47	0-1	none	42	39	No	No
1784	51	49	48	42	48	49	45	2-5	none	44	47	No	No
1785	56	54	50	50	52	54	50	6-10	masters	60	47	No	Yes
1786	57	49	49	48	54	58	55	0-1	bachelor	63	53	Yes	Yes
1787	53	43	43	42	49	56	39	2-5	none	49	34	No	No
1788	45	51	45	44	51	47	50	0-1	bachelor	36	33	No	No
1789	53	46	50	49	47	55	44	2-5	bachelor	43	49	No	No
1790	52	49	45	44	53	59	57	6-10	bachelor	55	50	No	Yes
1791	52	41	44	45	45	46	46	0-1	bachelor	41	39	No	No
1792	50	40	47	48	45	56	41	2-5	none	46	40	No	No
1793	47	44	45	47	47	53	43	2-5	none	42	37	No	No
1794	57	51	48	44	50	54	45	2-5	associate	43	46	Yes	No
1795	55	49	46	46	48	52	45	2-5	doctorate	41	44	Yes	No
1796	52	45	48	50	49	50	48	2-5	none	44	39	No	No
1797	50	51	52	47	45	45	44	0-1	associate	37	45	No	No
1798	55	48	53	47	52	52	47	2-5	bachelor	47	43	No	No
1799	55	50	49	47	49	60	48	2-5	bachelor	48	43	Yes	Yes
1800	53	44	40	38	45	48	43	0-1	none	38	38	No	No
1801	52	43	44	45	45	50	47	6-10	associate	52	30	No	No
1802	51	50	49	47	47	49	48	0-1	none	49	54	No	No
1803	54	48	45	45	49	47	53	6-10	bachelor	43	41	No	No
1804	49	47	44	41	51	47	53	0-1	bachelor	41	39	No	No
1805	58	54	53	46	58	56	53	2-5	none	61	48	No	Yes
1806	60	56	56	49	55	52	47	2-5	bachelor	51	50	No	No
1807	50	45	48	43	48	47	48	0-1	bachelor	34	40	No	No
1808	51	49	45	45	45	47	42	0-1	none	47	35	No	No
1809	52	51	50	49	51	53	45	6-10	bachelor	54	57	No	Yes
1810	51	47	46	45	54	49	47	2-5	bachelor	54	58	Yes	No
1811	57	52	50	43	54	52	43	2-5	associate	45	51	No	No
1812	49	53	49	41	49	50	52	6-10	bachelor	40	54	No	No
1813	52	51	41	44	45	55	40	2-5	none	53	33	No	No
1814	47	47	45	41	43	56	44	11+	associate	42	45	No	No
1815	56	52	53	47	52	55	45	2-5	bachelor	50	49	No	No
1816	54	52	54	49	54	55	59	11+	bachelor	57	62	No	Yes
1817	52	50	46	45	50	54	42	0-1	none	48	51	No	No
1818	57	46	50	45	51	62	50	6-10	bachelor	57	63	No	Yes
1819	54	46	49	47	45	53	45	0-1	bachelor	41	56	No	No
1820	43	42	41	40	36	53	38	6-10	associate	41	32	No	No
1821	52	45	48	48	50	51	44	6-10	associate	47	47	No	No
1822	50	43	45	43	45	51	47	0-1	associate	45	45	Yes	No
1823	55	42	50	46	44	52	47	6-10	bachelor	49	50	No	No
1824	63	57	59	55	65	60	55	11+	bachelor	75	72	No	Yes
1825	53	47	46	43	52	45	49	0-1	bachelor	45	39	No	No
1826	53	48	46	45	51	55	47	6-10	associate	59	53	No	Yes
1827	53	46	52	50	51	53	45	0-1	masters	42	55	No	No
1828	48	48	42	40	48	53	41	2-5	none	38	47	No	No
1829	56	41	44	45	47	51	42	0-1	none	47	45	No	Yes
1830	51	41	47	44	46	51	50	6-10	bachelor	38	44	No	No
1831	48	45	49	46	49	51	46	0-1	associate	30	41	Yes	No
1832	53	45	49	46	51	50	53	0-1	none	47	38	No	No
1833	55	46	46	46	48	59	47	6-10	bachelor	57	49	No	Yes
1834	48	36	39	44	45	49	32	6-10	none	50	31	No	No
1835	55	53	49	44	57	59	49	11+	associate	56	51	Yes	Yes
1836	54	46	49	54	50	61	52	2-5	associate	49	52	No	No
1837	52	42	47	37	47	50	38	2-5	none	30	27	No	No
1838	54	46	42	46	50	55	46	6-10	bachelor	45	38	No	No
1839	57	52	50	47	51	53	47	0-1	bachelor	52	40	No	No
1840	50	37	47	43	45	49	46	6-10	none	31	41	No	No
1841	53	45	51	46	48	50	46	2-5	bachelor	44	43	No	No
1842	54	51	58	49	51	55	50	6-10	bachelor	45	56	No	No
1843	53	47	47	41	57	40	46	0-1	associate	37	37	No	Yes
1844	54	48	51	43	48	51	46	2-5	bachelor	48	49	No	No
1845	54	53	56	53	53	53	53	2-5	bachelor	55	52	No	No
1846	52	37	46	42	43	49	41	6-10	none	42	32	No	No
1847	54	50	54	46	51	56	49	0-1	masters	46	51	No	No
1848	59	45	48	49	47	56	43	0-1	bachelor	47	40	No	No
1849	51	40	44	49	46	57	44	2-5	bachelor	39	45	No	No
1850	55	55	56	50	52	51	51	6-10	bachelor	54	50	No	Yes
1851	51	50	46	43	43	53	46	6-10	bachelor	52	58	Yes	Yes
1852	51	49	49	47	50	50	36	2-5	none	38	43	No	No
1853	57	52	53	48	51	42	47	0-1	associate	47	42	Yes	No
1854	51	49	51	45	45	52	41	0-1	none	31	47	No	No
1855	53	50	50	48	54	54	53	0-1	bachelor	50	53	No	No
1856	52	48	46	39	51	47	50	0-1	associate	44	43	Yes	No
1857	49	45	48	46	43	50	49	6-10	associate	53	42	No	No
1858	51	44	45	46	48	48	41	0-1	none	41	32	No	No
1859	51	44	43	46	48	53	41	2-5	none	37	45	No	No
1860	55	46	48	46	52	51	50	6-10	bachelor	49	42	Yes	No
1861	56	49	51	54	46	51	48	2-5	bachelor	57	47	No	Yes
1862	51	44	46	51	50	51	46	0-1	masters	45	46	Yes	Yes
1863	54	40	43	45	43	49	42	2-5	associate	32	40	No	No
1864	55	48	50	52	45	59	49	0-1	bachelor	60	53	No	Yes
1865	53	52	49	50	49	60	49	11+	bachelor	63	55	No	No
1866	54	42	46	46	44	50	46	6-10	associate	39	43	No	No
1867	49	38	44	39	41	51	39	6-10	none	36	38	No	No
1868	51	44	44	46	50	49	50	0-1	bachelor	44	40	No	No
1869	53	43	47	44	48	53	47	0-1	bachelor	50	49	No	Yes
1870	54	46	53	45	48	55	47	2-5	associate	40	56	No	No
1871	52	46	52	50	47	53	52	11+	none	50	53	No	Yes
1872	59	45	49	48	52	57	48	2-5	bachelor	53	50	No	No
1873	55	47	50	52	51	60	53	2-5	none	49	46	No	No
1874	55	49	48	47	51	50	50	0-1	masters	50	42	No	No
1875	47	48	45	44	46	53	43	6-10	associate	50	44	No	No
1876	55	46	49	46	45	50	38	0-1	none	39	45	No	No
1877	52	46	47	45	49	58	46	6-10	associate	40	51	No	No
1878	53	44	44	47	45	49	42	6-10	none	53	43	No	No
1879	49	42	41	44	41	57	39	6-10	associate	45	35	No	No
1880	52	42	47	49	43	51	41	2-5	none	37	35	No	No
1881	56	44	40	40	43	49	42	2-5	none	41	45	No	No
1882	52	45	48	51	49	57	47	0-1	associate	36	51	No	No
1883	49	43	45	43	42	50	40	0-1	none	34	35	No	No
1884	53	47	53	46	49	48	45	2-5	associate	45	42	No	No
1885	49	44	45	38	49	40	43	2-5	none	24	43	No	No
1886	51	45	41	38	46	50	42	6-10	associate	47	27	No	No
1887	52	46	49	42	48	39	42	0-1	associate	36	35	No	No
1888	51	46	51	46	43	44	48	0-1	associate	35	41	No	No
1889	56	45	49	40	49	46	40	0-1	none	36	43	No	No
1890	50	44	46	51	44	52	46	6-10	associate	57	38	No	No
1891	48	43	42	40	45	45	38	2-5	none	25	28	No	No
1892	58	52	57	47	54	51	45	0-1	bachelor	36	58	No	No
1893	51	42	46	43	47	49	42	2-5	none	42	34	No	No
1894	52	40	42	43	42	52	41	6-10	none	40	39	Yes	No
1895	53	46	50	51	50	52	47	11+	bachelor	52	49	No	Yes
1896	50	43	40	38	45	48	40	0-1	none	38	31	No	No
1897	61	49	51	53	57	55	57	0-1	bachelor	62	57	Yes	Yes
1898	54	44	46	47	47	52	39	6-10	associate	49	45	No	No
1899	58	48	50	51	55	49	50	2-5	bachelor	42	42	No	No
1900	53	46	47	51	50	56	51	0-1	bachelor	60	52	Yes	Yes
1901	54	46	50	48	49	56	46	6-10	bachelor	49	47	No	Yes
1902	53	51	44	43	49	51	45	0-1	none	50	34	No	No
1903	50	44	44	44	49	51	43	2-5	none	32	42	No	No
1904	58	49	45	47	54	53	46	6-10	bachelor	53	36	No	No
1905	55	48	50	48	52	52	47	0-1	bachelor	47	50	No	No
1906	50	42	45	47	48	57	49	0-1	masters	45	51	No	No
1907	56	52	51	49	55	57	62	0-1	bachelor	61	56	No	Yes
1908	50	43	49	42	46	47	41	2-5	none	42	39	No	No
1909	51	38	46	42	46	59	43	0-1	none	31	42	No	No
1910	51	45	47	47	50	53	45	2-5	bachelor	43	43	No	No
1911	51	43	47	50	49	55	42	6-10	none	44	36	No	No
1912	48	45	45	46	46	47	45	0-1	associate	42	31	No	No
1913	48	48	45	46	47	50	41	2-5	bachelor	47	47	Yes	No
1914	58	47	48	48	49	52	46	0-1	masters	48	45	No	No
1915	50	49	48	44	50	49	45	0-1	bachelor	38	50	No	No
1916	51	43	51	49	49	53	43	2-5	bachelor	43	42	No	No
1917	51	50	47	42	51	54	43	6-10	bachelor	46	49	Yes	No
1918	51	45	47	49	50	45	48	2-5	associate	32	35	No	No
1919	51	45	50	50	45	49	47	0-1	associate	41	44	No	No
1920	55	55	48	44	59	53	52	0-1	none	51	56	No	Yes
1921	51	44	40	44	43	45	44	2-5	associate	38	39	No	Yes
1922	50	38	46	48	45	50	41	11+	none	33	36	No	No
1923	54	50	49	48	53	54	42	6-10	none	49	48	No	No
1924	55	47	47	44	53	55	44	6-10	bachelor	46	41	No	No
1925	46	42	45	45	46	52	45	2-5	none	37	39	No	No
1926	51	41	45	43	44	52	48	0-1	associate	42	44	No	Yes
1927	49	48	47	39	46	53	51	0-1	bachelor	45	52	No	No
1928	52	46	51	45	46	50	43	2-5	none	42	37	No	No
1929	50	41	37	41	43	44	39	0-1	none	44	26	No	No
1930	54	49	50	50	47	60	43	2-5	bachelor	53	54	Yes	Yes
1931	55	49	50	47	49	52	44	0-1	bachelor	52	48	No	Yes
1932	56	52	49	44	56	53	52	2-5	associate	52	47	No	Yes
1933	54	46	52	48	54	56	50	0-1	bachelor	43	46	Yes	Yes
1934	50	53	53	47	53	56	56	2-5	bachelor	51	55	No	No
1935	49	42	41	42	51	49	50	0-1	bachelor	43	41	No	No
1936	59	48	47	46	52	58	44	6-10	bachelor	49	55	No	No
1937	52	47	44	44	46	50	47	0-1	bachelor	42	39	No	No
1938	54	46	48	47	47	52	45	0-1	bachelor	51	52	Yes	Yes
1939	50	47	44	42	43	49	42	2-5	none	39	41	No	No
1940	54	46	48	48	45	60	43	2-5	none	57	49	No	Yes
1941	49	46	47	44	43	48	41	0-1	associate	32	37	No	No
1942	55	48	51	48	50	57	45	2-5	associate	50	52	No	No
1943	55	47	43	46	47	52	46	2-5	associate	46	33	No	No
1944	55	43	49	46	51	52	55	11+	bachelor	49	50	No	No
1945	48	39	39	48	43	58	49	6-10	bachelor	46	45	No	Yes
1946	54	42	50	48	41	57	42	6-10	none	48	59	No	No
1947	44	41	45	40	47	45	41	0-1	none	36	47	No	No
1948	57	50	51	52	54	60	43	2-5	none	55	47	No	Yes
1949	53	43	44	48	52	58	43	11+	associate	42	33	No	No
1950	48	45	44	45	50	50	43	0-1	bachelor	32	31	No	No
1951	58	44	49	48	47	57	44	6-10	associate	51	50	No	No
1952	47	38	41	44	43	45	44	0-1	associate	30	34	No	No
1953	55	45	46	48	48	56	49	2-5	bachelor	55	38	No	No
1954	56	48	46	44	48	57	48	0-1	bachelor	43	50	No	No
1955	48	43	43	40	46	52	44	11+	bachelor	42	48	No	Yes
1956	54	44	48	48	49	50	49	0-1	bachelor	42	31	No	No
1957	47	44	43	47	44	57	42	6-10	none	48	33	No	No
1958	45	46	40	43	43	52	46	2-5	associate	34	43	No	No
1959	53	45	50	46	48	46	48	0-1	associate	47	40	No	No
1960	52	43	50	51	50	51	54	2-5	bachelor	52	49	No	Yes
1961	57	48	51	40	51	53	40	2-5	associate	29	51	No	No
1962	49	38	39	44	45	52	44	0-1	bachelor	38	34	No	Yes
1963	59	52	50	47	50	54	46	0-1	none	51	47	No	Yes
1964	54	43	53	46	53	54	48	6-10	bachelor	47	48	No	No
1965	50	44	38	37	48	46	41	0-1	associate	32	30	No	No
1966	58	47	49	53	50	53	55	2-5	bachelor	47	47	No	Yes
1967	53	49	46	49	46	51	48	6-10	bachelor	57	51	No	No
1968	49	47	46	42	45	53	46	0-1	associate	41	36	No	No
1969	51	48	44	41	49	51	48	11+	bachelor	43	49	No	No
1970	53	43	46	40	50	54	46	0-1	bachelor	42	34	No	No
1971	52	46	45	47	47	51	47	0-1	associate	40	42	No	No
1972	51	46	42	45	49	47	46	0-1	bachelor	35	40	No	No
1973	48	43	44	44	46	46	49	0-1	bachelor	36	44	No	No
1974	47	49	48	40	44	47	45	2-5	bachelor	41	43	No	No
1975	54	48	50	46	53	56	47	11+	bachelor	53	48	No	Yes
1976	55	46	48	47	51	52	47	2-5	associate	51	45	No	Yes
1977	49	40	45	45	46	55	43	6-10	associate	49	39	No	No
1978	56	47	45	48	48	57	48	6-10	bachelor	56	50	No	No
1979	56	49	49	45	52	55	40	0-1	none	50	39	No	No
1980	59	48	50	45	50	53	46	2-5	associate	52	53	No	No
1981	58	50	52	45	56	51	49	11+	bachelor	51	52	Yes	Yes
1982	52	46	47	39	52	53	43	2-5	none	35	40	Yes	No
1983	57	45	55	45	52	49	42	0-1	none	43	45	No	Yes
1984	59	53	51	50	56	53	44	2-5	bachelor	60	46	No	Yes
1985	53	42	48	46	51	55	56	11+	bachelor	51	43	No	No
1986	48	43	41	44	45	51	44	2-5	none	40	42	No	No
1987	50	44	45	46	43	52	40	2-5	associate	38	37	No	Yes
1988	50	42	38	42	46	53	47	6-10	bachelor	42	42	No	No
1989	49	48	49	49	49	53	48	6-10	bachelor	50	49	No	Yes
1990	54	49	47	39	52	48	50	6-10	bachelor	41	43	No	No
1991	52	46	48	42	51	42	47	2-5	none	38	45	No	No
1992	52	50	57	46	52	51	46	6-10	doctorate	52	42	No	No
1993	55	48	44	45	49	57	47	0-1	associate	48	41	No	No
1994	52	50	48	46	51	46	45	0-1	bachelor	35	47	No	No
1995	52	41	45	45	49	50	45	2-5	bachelor	37	37	No	No
1996	52	55	51	46	50	41	44	2-5	bachelor	40	43	No	No
1997	55	44	49	48	52	50	47	2-5	bachelor	54	39	No	No
1998	52	48	51	47	48	51	45	2-5	bachelor	48	52	No	No
1999	54	42	45	45	51	55	45	2-5	bachelor	45	45	No	No
2000	48	49	44	38	44	45	46	0-1	associate	34	42	No	No
2001	53	54	48	49	51	47	49	2-5	bachelor	54	44	No	No
2002	55	43	46	42	45	48	44	2-5	bachelor	46	43	Yes	No
2003	50	47	43	40	43	49	44	0-1	bachelor	46	38	No	No
2004	50	49	44	42	53	54	50	2-5	bachelor	45	36	No	No
2005	55	49	46	43	48	47	45	2-5	associate	44	39	No	No
2006	54	52	53	50	49	52	51	6-10	bachelor	52	52	Yes	No
2007	52	48	48	46	47	56	42	2-5	associate	42	43	No	Yes
2008	54	42	43	39	45	50	41	11+	none	37	41	No	No
2009	53	50	51	46	50	51	53	0-1	bachelor	49	47	No	Yes
2010	50	44	45	45	48	46	46	0-1	bachelor	32	37	No	No
2011	49	44	44	41	45	45	46	0-1	bachelor	46	41	No	Yes
2012	53	45	46	50	46	59	45	11+	bachelor	48	47	Yes	No
2013	59	53	45	49	58	51	48	2-5	bachelor	52	52	No	Yes
2014	48	49	49	48	45	50	47	2-5	bachelor	41	37	No	No
2015	47	48	44	41	42	45	48	0-1	bachelor	47	30	No	No
2016	51	43	43	44	46	46	45	0-1	none	46	46	Yes	Yes
2017	53	49	55	47	47	47	46	2-5	none	41	47	No	No
2018	57	51	49	50	58	52	48	2-5	associate	60	50	No	No
2019	49	49	54	46	50	52	50	0-1	bachelor	46	53	No	No
2020	57	48	50	48	52	51	47	6-10	associate	53	46	No	No
2021	59	46	49	47	50	52	47	2-5	bachelor	44	48	No	No
2022	54	44	42	46	50	52	41	2-5	none	41	39	Yes	No
2023	50	48	44	46	45	51	48	0-1	bachelor	61	36	No	No
2024	55	43	44	41	44	53	37	2-5	none	45	49	Yes	Yes
2025	50	43	41	44	42	52	44	6-10	none	42	38	No	No
2026	52	48	49	48	50	49	50	2-5	masters	54	50	No	Yes
2027	53	44	50	50	46	52	48	2-5	bachelor	53	49	No	Yes
2028	55	47	47	47	51	52	45	0-1	bachelor	38	41	No	No
2029	51	44	44	47	48	48	49	2-5	none	47	44	No	No
2030	52	48	54	45	48	51	45	0-1	bachelor	45	35	No	No
2031	50	42	45	43	44	48	46	0-1	bachelor	43	35	No	No
2032	54	50	51	46	52	52	49	0-1	bachelor	49	45	Yes	No
2033	56	48	48	47	50	52	47	6-10	associate	44	47	No	Yes
2034	53	42	46	43	50	50	46	2-5	bachelor	49	39	No	No
2035	50	49	45	45	50	54	46	0-1	bachelor	49	43	Yes	No
2036	48	40	49	46	46	49	46	2-5	bachelor	45	36	No	No
2037	53	49	48	50	51	54	55	6-10	bachelor	62	49	No	Yes
2038	55	45	55	47	53	54	57	11+	bachelor	53	64	No	Yes
2039	47	48	44	42	45	47	43	0-1	bachelor	40	32	No	No
2040	52	48	49	45	46	52	45	0-1	masters	41	45	No	Yes
2041	51	43	44	48	44	53	43	6-10	none	59	34	No	No
2042	52	50	46	46	48	53	44	0-1	bachelor	41	47	No	No
2043	55	48	51	48	47	47	47	6-10	associate	43	47	No	No
2044	53	46	48	46	50	52	49	2-5	none	54	47	No	No
2045	50	38	42	43	47	47	42	0-1	none	48	33	No	No
2046	55	55	47	45	51	54	54	2-5	bachelor	58	58	No	Yes
2047	51	47	44	43	51	56	41	6-10	bachelor	45	42	No	Yes
2048	53	47	47	45	49	55	43	0-1	none	40	40	No	No
2049	59	48	58	51	53	54	48	0-1	bachelor	50	49	No	No
2050	50	42	44	45	41	50	34	0-1	none	33	34	No	No
2051	54	45	43	45	52	47	51	0-1	bachelor	43	37	No	No
2052	52	46	41	37	46	47	44	0-1	none	43	38	No	No
2053	53	52	51	47	51	51	52	0-1	bachelor	54	53	No	Yes
2054	54	48	47	49	50	57	50	2-5	bachelor	41	42	No	No
2055	57	49	53	48	48	49	46	2-5	bachelor	48	46	No	Yes
2056	60	54	58	51	59	56	54	2-5	bachelor	63	66	Yes	Yes
2057	51	46	48	48	46	52	47	2-5	bachelor	49	46	No	No
2058	45	46	45	43	43	50	39	6-10	associate	45	39	No	No
2059	51	48	47	43	45	46	48	0-1	bachelor	45	35	No	No
2060	48	43	46	45	49	47	50	0-1	bachelor	42	49	No	No
2061	57	51	56	51	56	56	54	6-10	masters	55	63	No	No
2062	52	49	49	44	45	51	43	2-5	masters	42	37	No	No
2063	58	51	55	47	53	50	53	0-1	bachelor	45	49	No	No
2064	53	46	47	39	50	45	43	6-10	bachelor	46	45	No	No
2065	52	46	51	48	46	53	47	6-10	bachelor	63	46	No	Yes
2066	54	49	45	50	50	51	46	2-5	associate	47	44	No	No
2067	46	45	43	41	46	51	39	6-10	none	42	35	No	No
2068	57	49	52	48	53	56	49	6-10	associate	66	56	Yes	Yes
2069	55	44	48	49	48	61	54	6-10	bachelor	57	59	No	Yes
2070	49	47	50	46	47	59	42	2-5	bachelor	48	56	No	No
2071	54	46	47	45	51	49	51	0-1	associate	43	41	No	No
2072	54	48	48	45	47	55	51	2-5	bachelor	44	46	No	Yes
2073	48	50	46	41	49	51	45	0-1	bachelor	40	44	No	No
2074	50	44	44	42	47	50	43	0-1	associate	37	46	No	No
2075	51	49	47	40	49	53	48	11+	associate	48	54	No	No
2076	55	49	48	42	55	48	49	0-1	bachelor	49	40	No	No
2077	52	43	42	41	44	49	42	0-1	none	40	40	No	No
2078	57	40	44	44	50	51	46	2-5	bachelor	42	43	No	Yes
2079	47	39	42	45	47	48	45	0-1	bachelor	40	42	No	No
2080	53	47	47	40	45	51	39	2-5	associate	44	46	No	No
2081	58	47	53	53	49	53	44	0-1	associate	54	45	No	No
2082	48	45	45	39	45	49	37	6-10	none	35	28	No	No
2083	55	52	49	49	50	60	42	0-1	none	65	49	No	Yes
2084	53	45	48	47	51	57	44	11+	masters	47	43	No	No
2085	51	42	47	44	50	48	44	0-1	associate	37	45	No	No
2086	50	46	50	44	43	50	46	0-1	associate	42	41	No	No
2087	53	51	50	42	48	49	49	2-5	bachelor	41	39	No	No
2088	47	42	41	41	43	50	39	0-1	associate	36	35	No	No
2089	52	44	45	43	50	52	43	2-5	associate	47	37	No	No
2090	50	43	45	42	48	45	40	0-1	none	30	41	No	No
2091	54	47	48	49	52	57	52	6-10	bachelor	51	48	No	Yes
2092	51	45	49	50	54	58	50	11+	none	63	55	Yes	No
2093	58	54	51	47	54	51	50	0-1	masters	44	50	No	No
2094	52	43	45	40	46	50	42	6-10	associate	47	40	No	No
2095	52	49	42	45	48	58	49	0-1	bachelor	48	52	No	No
2096	53	45	47	48	43	53	44	2-5	associate	38	45	No	No
2097	44	36	41	40	46	58	45	6-10	bachelor	45	34	No	No
2098	54	42	48	50	50	58	46	6-10	bachelor	57	43	No	No
2099	52	48	48	46	43	57	46	2-5	masters	47	55	No	No
2100	51	52	46	42	54	50	44	2-5	bachelor	46	40	No	No
2101	54	48	48	47	50	52	48	6-10	associate	55	41	No	No
2102	52	46	50	43	46	47	52	0-1	associate	33	50	No	No
2103	56	45	45	45	42	51	43	0-1	none	53	35	No	No
2104	50	46	41	48	47	52	40	6-10	none	53	35	No	No
2105	53	48	43	43	51	51	42	6-10	none	45	29	No	No
2106	55	48	48	46	48	50	52	6-10	bachelor	51	46	No	No
2107	46	45	45	41	47	57	46	0-1	bachelor	46	39	No	No
2108	50	43	46	43	50	49	41	0-1	associate	41	39	No	No
2109	54	47	49	46	46	44	44	2-5	bachelor	40	38	No	Yes
2110	44	50	47	42	46	45	48	0-1	associate	36	45	No	No
2111	55	43	49	43	52	47	48	2-5	bachelor	35	43	No	No
2112	52	51	46	49	46	54	49	0-1	none	46	39	No	No
2113	49	45	48	45	49	51	46	11+	bachelor	45	48	Yes	No
2114	56	43	51	50	48	54	46	6-10	bachelor	47	43	No	No
2115	49	45	45	41	46	47	36	0-1	none	41	39	No	No
2116	49	42	40	42	44	43	47	0-1	bachelor	35	38	No	No
2117	57	49	51	52	53	55	46	2-5	associate	57	47	No	Yes
2118	54	49	44	39	48	55	40	6-10	associate	47	32	No	No
2119	46	45	40	40	45	51	43	2-5	none	34	35	No	No
2120	52	47	48	45	50	55	44	0-1	bachelor	39	47	No	No
2121	58	51	51	48	54	56	52	2-5	bachelor	53	67	No	No
2122	57	48	50	41	53	56	42	0-1	none	41	42	Yes	No
2123	47	37	40	40	39	47	42	2-5	none	43	34	No	No
2124	52	41	46	42	51	51	49	0-1	bachelor	35	40	No	No
2125	47	41	41	43	45	48	46	6-10	none	45	36	No	No
2126	52	45	50	46	48	52	47	0-1	bachelor	43	38	No	No
2127	56	48	49	50	54	53	45	0-1	bachelor	41	42	No	No
2128	51	41	44	40	46	54	41	2-5	none	37	37	No	No
2129	53	45	47	47	48	53	48	2-5	associate	46	44	No	No
2130	47	50	47	38	48	41	44	0-1	none	39	38	No	No
2131	56	47	45	46	43	52	42	2-5	none	43	43	No	No
2132	52	47	52	47	54	58	52	6-10	masters	60	53	No	No
2133	55	49	46	45	50	55	48	6-10	bachelor	48	50	No	No
2134	52	42	47	46	50	58	42	0-1	none	41	49	No	No
2135	45	41	43	36	41	44	41	0-1	none	29	39	No	No
2136	57	42	45	50	49	57	41	0-1	none	52	45	No	No
2137	50	43	45	43	49	48	43	0-1	associate	39	25	No	No
2138	52	49	49	45	43	49	45	11+	bachelor	40	46	No	No
2139	50	45	45	44	52	47	50	6-10	bachelor	39	43	No	No
2140	56	46	50	46	48	50	49	2-5	bachelor	48	46	No	No
2141	51	47	46	44	48	55	41	2-5	none	33	38	No	No
2142	63	52	54	54	57	67	51	6-10	bachelor	66	59	No	Yes
2143	51	49	49	44	48	43	43	2-5	doctorate	36	47	No	No
2144	54	45	49	47	50	50	43	2-5	bachelor	44	45	No	Yes
2145	54	50	49	48	50	49	48	6-10	associate	52	35	No	No
2146	55	45	45	40	50	49	45	0-1	associate	37	47	No	No
2147	49	48	48	48	50	53	52	2-5	associate	49	39	No	No
2148	53	47	50	45	51	48	47	0-1	bachelor	44	38	No	No
2149	56	48	53	47	49	61	50	2-5	bachelor	53	55	No	Yes
2150	44	39	43	35	42	45	41	0-1	none	38	32	No	No
2151	54	44	48	52	48	59	44	2-5	bachelor	47	46	No	Yes
2152	48	43	45	42	39	46	34	0-1	associate	27	40	No	No
2153	53	47	51	48	48	52	51	6-10	bachelor	46	39	No	No
2154	50	45	49	41	46	43	45	0-1	associate	29	41	No	No
2155	57	44	47	51	55	58	48	2-5	bachelor	50	51	Yes	No
2156	51	39	45	40	50	47	43	0-1	bachelor	31	37	No	No
2157	58	48	44	49	49	52	45	0-1	bachelor	52	48	No	No
2158	49	44	47	45	45	53	39	6-10	none	44	36	No	No
2159	51	45	45	46	48	58	47	0-1	bachelor	35	53	No	No
2160	51	42	49	44	48	48	45	0-1	bachelor	33	46	No	No
2161	47	46	43	42	46	44	44	0-1	bachelor	35	38	Yes	No
2162	48	38	41	41	42	50	39	6-10	associate	44	47	Yes	Yes
2163	50	50	47	43	48	41	48	0-1	bachelor	36	42	No	No
2164	51	44	43	44	47	49	43	2-5	none	49	35	No	No
2165	55	44	48	44	45	54	41	6-10	none	50	41	No	No
2166	50	41	47	41	47	52	38	6-10	none	45	43	No	Yes
2167	47	39	37	41	42	52	47	2-5	associate	37	35	No	No
2168	56	49	47	44	45	47	43	0-1	associate	40	37	No	No
2169	50	43	45	50	48	58	47	6-10	bachelor	44	38	No	No
2170	52	49	50	50	52	54	56	6-10	masters	57	55	Yes	Yes
2171	53	44	45	43	43	51	35	6-10	none	43	39	No	No
2172	54	50	53	46	51	53	51	2-5	associate	43	46	No	No
2173	53	48	48	46	50	56	39	6-10	none	45	47	No	Yes
2174	55	48	43	50	48	57	44	11+	associate	54	44	No	No
2175	49	47	42	45	45	50	36	0-1	associate	36	39	No	No
2176	50	47	45	49	48	53	45	2-5	bachelor	42	43	No	Yes
2177	59	52	53	54	53	53	44	2-5	bachelor	49	62	No	No
2178	53	45	49	49	55	57	49	6-10	masters	49	47	No	No
2179	52	53	48	46	50	52	49	6-10	bachelor	47	53	No	No
2180	53	50	55	51	50	52	48	2-5	associate	42	44	No	Yes
2181	49	42	44	43	46	50	42	2-5	associate	31	35	No	No
2182	44	52	45	41	46	44	39	0-1	none	32	37	No	No
2183	52	45	45	45	43	52	40	0-1	none	34	42	No	No
2184	52	44	44	46	51	55	54	2-5	doctorate	44	49	No	No
2185	49	44	43	44	43	48	41	0-1	none	39	27	No	No
2186	51	47	52	46	47	51	46	0-1	bachelor	41	47	No	Yes
2187	63	53	52	47	51	58	50	2-5	none	60	55	No	Yes
2188	50	50	50	49	53	54	50	0-1	bachelor	49	50	No	No
2189	45	43	48	39	48	53	38	0-1	associate	32	42	No	No
