id|org|type|comment
334|amazon|pros|I get to choose what hours and days I want to work. Pay is very high for an entry level job and everyone gets along.
334|amazon|cons|I can't think of any cons at the moment, I've been extremely happy working at the amazon fulfillment center.
335|amazon|pros|good pay, works with my school schedule, lots of opportunities to grow within the company
335|amazon|cons|work load can be taxing at times dues to required finishing times in order to make numbers.
336|amazon|pros|I like this job because I'm scheduled to work overnight. I've been in the cs field for a long time and this is cs too but you don't have to talk to anyone. I work on the receiving line so I just scan boxes all night.
336|amazon|cons|I don't like having to work all weekend but it is temporary. You do have to work fast to meet productivity. In my department we are expected to scan 160 pieces per hour and sort 200 pieces per hour. Sometimes it's easy but if you get a lot of heavy things to sort it can be difficult.
337|amazon|pros|Awesome hours and had to cover multiple locations. Nice perks, but could always be better.
337|amazon|cons|Perks could have been better for a largely based sales company.
338|amazon|pros|competitive pay. amazon discount. no micro management
338|amazon|cons|temps in and out. peak season...too many people
339|amazon|pros|Competitive compensation, work with smart people, bring dogs to work, drink at work (you'll need it)
339|amazon|cons|Thankless, lack of development, no work/life balance
340|amazon|pros|Good place to work for young people
340|amazon|cons|Long walks to and from your work station
341|amazon|pros|Great Leaderships Principals, Customer obsession
341|amazon|cons|Slow upward mobility and Leadership
342|amazon|pros|High IQ employees, always learning, being at the edge of innovation
342|amazon|cons|low EQ employees, lots of hierarchy
343|amazon|pros|Unrated tasks
343|amazon|cons|task become simple over time
344|amazon|pros|I liked my bosses and people I worked with. Hourly pay was decent for not needing any experience. It filled a need for a few months and wasn't a big deal when I quit,
344|amazon|cons|I was a seasonal employee which they do to a lot of people so they don't have to pay benefits.
345|amazon|pros|Great place to work!
345|amazon|cons|Role can be confusing at first
346|amazon|pros|You need to be very self driven. There is very little hand holding here. A lot of respect for innovative thinkers who drive projects.
346|amazon|cons|There is not much respect for good, task oriented workers. If you do as you are told and not much else you will burn out here quickly. You must also know when to drop things on the floor because the amount of work will always be more than your time.
347|amazon|pros|Plenty of perks. Very flexible with scheduling. No one on one interviews.
347|amazon|cons|Not enough hours in the fulfillment centers.
348|amazon|pros|Good Culture. Used to have lot of parties for interns.
348|amazon|cons|I don't think I had any bad experience while working as an intern. Interns were treated as kings.!
349|amazon|pros|Really smart people, a lot of opportunity for growth, always encouraged to be innovative, think big, and create something new. Competitive salary and benefits with other major tech companies. 100% self motivating work environment. No dress code and 4 legged friends are welcome.
349|amazon|cons|You have to be self motivated. NO ONE will hold your hand and tell you that you're doing a great job. If you need constant affirmations from management, this company isn't for you
350|amazon|pros|It has good salary. And the environment is good.
350|amazon|cons|Too busy, a lot of projects.
351|amazon|pros|Getting to solve technical problems at scales that do not exist elsewhere. Working with some of the smartest people on the planet
351|amazon|cons|Amazon can be a bruising environment for those that are not used to having their ideas challenged. This criticality is not always a bad thing but this idea of questioning everything often causes more problems than it solves.
352|amazon|pros|nice check, nice PTO . its ok
352|amazon|cons|get treated like a nobody, its all who you know in order to move up, employees dont matter
353|amazon|pros|Great place to work and to develop.
353|amazon|cons|Nothing to say in here.
354|amazon|pros|The people are intelligent and down to earth, you get a lot of exposure, and are able to make decisions that affect millions of customers
354|amazon|cons|Your work/life balance really depends on what team you're on--some teams work 50-60 hours per week while others work upwards of 80 hours.
